,Student ID,student_name_x,gender_x,grade_x,school_name_x,reading_score_x,math_score_x,student_name_y,gender_y,grade_y,school_name_y,reading_score_y,math_score_y
7994,13156,Daniel Padilla,M,11th,Griffin High School,84,84,Daniel Padilla,M,11th,Griffin High School,84,84
7995,13158,Alexis Johnson,F,12th,Griffin High School,85,98,Alexis Johnson,F,12th,Griffin High School,85,98
7996,13159,Steven Lee,M,12th,Griffin High School,89,99,Steven Lee,M,12th,Griffin High School,89,99
7997,13160,Brian Martinez,M,10th,Griffin High School,78,82,Brian Martinez,M,10th,Griffin High School,78,82
7998,13161,John Thomas,M,11th,Griffin High School,83,80,John Thomas,M,11th,Griffin High School,83,80
7999,13162,Monique Gutierrez,F,9th,Griffin High School,91,70,Monique Gutierrez,F,9th,Griffin High School,91,70
8000,13163,Peter Coleman,M,10th,Griffin High School,84,71,Peter Coleman,M,10th,Griffin High School,84,71
8001,13164,Aaron Gonzales,M,9th,Griffin High School,79,71,Aaron Gonzales,M,9th,Griffin High School,79,71
8002,13165,Alexander Walker,M,9th,Griffin High School,86,78,Alexander Walker,M,9th,Griffin High School,86,78
8003,13166,Robert Myers,M,9th,Griffin High School,86,72,Robert Myers,M,9th,Griffin High School,86,72
8004,13167,Andrew Sanchez,M,9th,Griffin High School,97,93,Andrew Sanchez,M,9th,Griffin High School,97,93
8005,13169,Fernando Conway,M,10th,Griffin High School,85,85,Fernando Conway,M,10th,Griffin High School,85,85
8006,13170,Patrick Hawkins,M,9th,Griffin High School,79,95,Patrick Hawkins,M,9th,Griffin High School,79,95
8007,13171,Laura Jacobson,F,11th,Griffin High School,84,89,Laura Jacobson,F,11th,Griffin High School,84,89
8008,13173,Alexander Fischer,M,10th,Griffin High School,72,91,Alexander Fischer,M,10th,Griffin High School,72,91
8009,13175,Matthew Cooper,M,10th,Griffin High School,89,96,Matthew Cooper,M,10th,Griffin High School,89,96
8010,13176,Frank Humphrey,M,11th,Griffin High School,73,85,Frank Humphrey,M,11th,Griffin High School,73,85
8011,13177,Michael Moore,M,10th,Griffin High School,70,99,Michael Moore,M,10th,Griffin High School,70,99
8012,13178,Allison Murphy,F,12th,Griffin High School,95,89,Allison Murphy,F,12th,Griffin High School,95,89
8013,13179,David Carroll,M,10th,Griffin High School,79,85,David Carroll,M,10th,Griffin High School,79,85
8014,13180,Jennifer Jackson,F,10th,Griffin High School,99,81,Jennifer Jackson,F,10th,Griffin High School,99,81
8015,13182,Andrew Rodriguez,M,9th,Griffin High School,80,78,Andrew Rodriguez,M,9th,Griffin High School,80,78
8016,13183,David Herrera,M,9th,Griffin High School,79,76,David Herrera,M,9th,Griffin High School,79,76
8017,13184,Emily Warner,F,11th,Griffin High School,88,73,Emily Warner,F,11th,Griffin High School,88,73
8018,13185,Tracy Carpenter,F,9th,Griffin High School,70,84,Tracy Carpenter,F,9th,Griffin High School,70,84
8019,13186,Christine Davis,F,10th,Griffin High School,83,79,Christine Davis,F,10th,Griffin High School,83,79
8020,13187,Michele Johnson,F,12th,Griffin High School,77,98,Michele Johnson,F,12th,Griffin High School,77,98
8021,13188,Courtney Crawford,F,9th,Griffin High School,80,84,Courtney Crawford,F,9th,Griffin High School,80,84
8022,13189,Richard Patterson,M,10th,Griffin High School,73,70,Richard Patterson,M,10th,Griffin High School,73,70
8023,13190,Jesse Mcpherson,M,10th,Griffin High School,90,72,Jesse Mcpherson,M,10th,Griffin High School,90,72
8024,13191,Keith Velez,M,10th,Griffin High School,82,74,Keith Velez,M,10th,Griffin High School,82,74
8025,13193,Lisa Davis,F,12th,Griffin High School,90,86,Lisa Davis,F,12th,Griffin High School,90,86
8026,13194,Brandon Jones,M,10th,Griffin High School,98,73,Brandon Jones,M,10th,Griffin High School,98,73
8027,13196,Emily Rodriguez,F,12th,Griffin High School,79,75,Emily Rodriguez,F,12th,Griffin High School,79,75
8028,13197,Christopher Mendoza,M,11th,Griffin High School,77,85,Christopher Mendoza,M,11th,Griffin High School,77,85
8029,13198,Megan Flores,F,10th,Griffin High School,76,94,Megan Flores,F,10th,Griffin High School,76,94
8030,13199,Taylor English,F,9th,Griffin High School,98,77,Taylor English,F,9th,Griffin High School,98,77
8031,13200,Allison Perez,F,11th,Griffin High School,94,88,Allison Perez,F,11th,Griffin High School,94,88
8032,13201,Stephen Cruz,M,9th,Griffin High School,94,70,Stephen Cruz,M,9th,Griffin High School,94,70
8033,13202,Sabrina Peterson,F,10th,Griffin High School,78,93,Sabrina Peterson,F,10th,Griffin High School,78,93
8034,13203,Crystal Bass,F,9th,Griffin High School,96,82,Crystal Bass,F,9th,Griffin High School,96,82
8035,13204,Dr. James Jones,M,9th,Griffin High School,78,72,Dr. James Jones,M,9th,Griffin High School,78,72
8036,13205,Brett Benton,M,10th,Griffin High School,77,74,Brett Benton,M,10th,Griffin High School,77,74
8037,13206,Leah Griffin,F,10th,Griffin High School,92,88,Leah Griffin,F,10th,Griffin High School,92,88
8038,13207,Brian Taylor,M,10th,Griffin High School,84,90,Brian Taylor,M,10th,Griffin High School,84,90
8039,13208,Roberto French,M,11th,Griffin High School,96,95,Roberto French,M,11th,Griffin High School,96,95
8040,13209,Kyle Hanson,M,10th,Griffin High School,72,91,Kyle Hanson,M,10th,Griffin High School,72,91
8041,13210,Scott Pennington,M,11th,Griffin High School,73,92,Scott Pennington,M,11th,Griffin High School,73,92
8042,13211,Christine Cunningham,F,12th,Griffin High School,80,78,Christine Cunningham,F,12th,Griffin High School,80,78
8043,13212,Patrick Webster,M,10th,Griffin High School,74,98,Patrick Webster,M,10th,Griffin High School,74,98
8044,13213,Dr. Tammy Jones,F,9th,Griffin High School,76,78,Dr. Tammy Jones,F,9th,Griffin High School,76,78
8045,13214,Robert Moran,M,12th,Griffin High School,84,78,Robert Moran,M,12th,Griffin High School,84,78
8046,13215,Jessica Marshall,F,11th,Griffin High School,93,97,Jessica Marshall,F,11th,Griffin High School,93,97
8047,13217,Tiffany Nguyen,F,12th,Griffin High School,84,90,Tiffany Nguyen,F,12th,Griffin High School,84,90
8048,13218,Joshua Williams,M,12th,Griffin High School,98,91,Joshua Williams,M,12th,Griffin High School,98,91
8049,13219,Megan Oneal,F,10th,Griffin High School,75,82,Megan Oneal,F,10th,Griffin High School,75,82
8050,13220,Donna Mccall,F,10th,Griffin High School,85,85,Donna Mccall,F,10th,Griffin High School,85,85
8051,13221,Tara Ross,F,10th,Griffin High School,93,92,Tara Ross,F,10th,Griffin High School,93,92
8052,13222,Patricia Burns,F,11th,Griffin High School,87,71,Patricia Burns,F,11th,Griffin High School,87,71
8053,13223,Melissa Thomas,F,10th,Griffin High School,81,86,Melissa Thomas,F,10th,Griffin High School,81,86
8054,13224,Andrea Armstrong,F,10th,Griffin High School,99,83,Andrea Armstrong,F,10th,Griffin High School,99,83
8055,13225,Ashley Christian,F,10th,Griffin High School,82,72,Ashley Christian,F,10th,Griffin High School,82,72
8056,13227,Katelyn Bautista,F,9th,Griffin High School,92,77,Katelyn Bautista,F,9th,Griffin High School,92,77
8057,13228,Jacqueline Mccoy,F,11th,Griffin High School,94,77,Jacqueline Mccoy,F,11th,Griffin High School,94,77
8058,13229,Rhonda Phillips,F,11th,Griffin High School,84,92,Rhonda Phillips,F,11th,Griffin High School,84,92
8059,13230,John Perez,M,12th,Griffin High School,96,94,John Perez,M,12th,Griffin High School,96,94
8060,13231,Elizabeth Jones,F,11th,Griffin High School,78,97,Elizabeth Jones,F,11th,Griffin High School,78,97
8061,13232,Ronald Perkins,M,9th,Griffin High School,93,71,Ronald Perkins,M,9th,Griffin High School,93,71
8062,13233,Julie Atkins,F,10th,Griffin High School,98,98,Julie Atkins,F,10th,Griffin High School,98,98
8063,13234,Michael Golden MD,M,11th,Griffin High School,89,99,Michael Golden MD,M,11th,Griffin High School,89,99
8064,13236,Caroline Spencer,F,12th,Griffin High School,78,74,Caroline Spencer,F,12th,Griffin High School,78,74
8065,13238,John Calderon,M,12th,Griffin High School,96,71,John Calderon,M,12th,Griffin High School,96,71
8066,13239,Tanya Brown,F,9th,Griffin High School,75,84,Tanya Brown,F,9th,Griffin High School,75,84
8067,13241,Jeffrey Hawkins,M,11th,Griffin High School,92,88,Jeffrey Hawkins,M,11th,Griffin High School,92,88
8068,13242,Victoria Hernandez,F,11th,Griffin High School,87,97,Victoria Hernandez,F,11th,Griffin High School,87,97
8069,13243,Dr. Gavin Tate,M,9th,Griffin High School,79,81,Dr. Gavin Tate,M,9th,Griffin High School,79,81
8070,13244,Ashley Ayers,F,11th,Griffin High School,94,80,Ashley Ayers,F,11th,Griffin High School,94,80
8071,13246,Patricia Schroeder,F,10th,Griffin High School,77,82,Patricia Schroeder,F,10th,Griffin High School,77,82
8072,13249,Steven Curtis,M,9th,Griffin High School,74,85,Steven Curtis,M,9th,Griffin High School,74,85
8073,13250,Ernest Hill,M,9th,Griffin High School,94,97,Ernest Hill,M,9th,Griffin High School,94,97
8074,13251,Tina Sellers,F,9th,Griffin High School,94,71,Tina Sellers,F,9th,Griffin High School,94,71
8075,13252,Jonathan Elliott,M,9th,Griffin High School,99,70,Jonathan Elliott,M,9th,Griffin High School,99,70
8076,13253,Angela Allen,F,10th,Griffin High School,85,74,Angela Allen,F,10th,Griffin High School,85,74
8077,13254,Corey Smith,M,12th,Griffin High School,93,81,Corey Smith,M,12th,Griffin High School,93,81
8078,13255,Jared White,M,11th,Griffin High School,76,89,Jared White,M,11th,Griffin High School,76,89
8079,13256,Sandra Jordan,F,12th,Griffin High School,94,87,Sandra Jordan,F,12th,Griffin High School,94,87
8080,13257,Keith Daugherty,M,10th,Griffin High School,91,80,Keith Daugherty,M,10th,Griffin High School,91,80
8081,13258,Brittany Smith,F,11th,Griffin High School,98,91,Brittany Smith,F,11th,Griffin High School,98,91
8082,13259,Leslie Reyes,F,12th,Griffin High School,95,81,Leslie Reyes,F,12th,Griffin High School,95,81
8083,13260,Daniel Daniels,M,10th,Griffin High School,91,82,Daniel Daniels,M,10th,Griffin High School,91,82
8084,13261,Rachel Herman,F,11th,Griffin High School,91,73,Rachel Herman,F,11th,Griffin High School,91,73
8085,13262,Maria Dennis,F,9th,Griffin High School,84,80,Maria Dennis,F,9th,Griffin High School,84,80
8086,13263,Abigail Adams,F,11th,Griffin High School,88,73,Abigail Adams,F,11th,Griffin High School,88,73
8087,13264,Kevin Ward,M,11th,Griffin High School,95,87,Kevin Ward,M,11th,Griffin High School,95,87
8088,13265,Michael Miller,M,11th,Griffin High School,84,75,Michael Miller,M,11th,Griffin High School,84,75
8089,13266,Jaime Rivas,M,11th,Griffin High School,75,81,Jaime Rivas,M,11th,Griffin High School,75,81
8090,13268,David Tucker,M,10th,Griffin High School,95,78,David Tucker,M,10th,Griffin High School,95,78
8091,13269,Elizabeth Martin,F,12th,Griffin High School,72,85,Elizabeth Martin,F,12th,Griffin High School,72,85
8092,13270,Xavier Lynch,M,11th,Griffin High School,95,72,Xavier Lynch,M,11th,Griffin High School,95,72
8093,13271,Paula Atkinson,F,10th,Griffin High School,96,76,Paula Atkinson,F,10th,Griffin High School,96,76
8094,13272,Jordan Mcneil,M,11th,Griffin High School,79,98,Jordan Mcneil,M,11th,Griffin High School,79,98
8095,13274,Sarah Charles,F,11th,Griffin High School,89,84,Sarah Charles,F,11th,Griffin High School,89,84
8096,13275,Cindy Carter,F,11th,Griffin High School,92,78,Cindy Carter,F,11th,Griffin High School,92,78
8097,13276,Matthew Rivera,M,11th,Griffin High School,97,95,Matthew Rivera,M,11th,Griffin High School,97,95
8098,13277,Mindy Zuniga,F,9th,Griffin High School,89,82,Mindy Zuniga,F,9th,Griffin High School,89,82
8099,13278,Olivia Lewis,F,11th,Griffin High School,85,78,Olivia Lewis,F,11th,Griffin High School,85,78
8100,13279,Timothy Guzman Jr.,M,9th,Griffin High School,95,96,Timothy Guzman Jr.,M,9th,Griffin High School,95,96
8101,13281,Angela Kaufman,F,9th,Griffin High School,78,75,Angela Kaufman,F,9th,Griffin High School,78,75
8102,13282,Kevin Coleman,M,11th,Griffin High School,73,70,Kevin Coleman,M,11th,Griffin High School,73,70
8103,13283,Jody Marks,F,9th,Griffin High School,80,98,Jody Marks,F,9th,Griffin High School,80,98
8104,13284,Frank White,M,10th,Griffin High School,85,87,Frank White,M,10th,Griffin High School,85,87
8105,13285,Bradley Vargas,M,12th,Griffin High School,85,96,Bradley Vargas,M,12th,Griffin High School,85,96
8106,13286,Heather Mitchell,F,9th,Griffin High School,74,85,Heather Mitchell,F,9th,Griffin High School,74,85
8107,13287,Patricia Pugh,F,12th,Griffin High School,98,87,Patricia Pugh,F,12th,Griffin High School,98,87
8108,13288,Ronald Cruz,M,9th,Griffin High School,91,83,Ronald Cruz,M,9th,Griffin High School,91,83
8109,13289,Karen Mckenzie,F,10th,Griffin High School,81,81,Karen Mckenzie,F,10th,Griffin High School,81,81
8110,13291,Stephanie Henson,F,11th,Griffin High School,97,85,Stephanie Henson,F,11th,Griffin High School,97,85
8111,13292,Jerry Sawyer,M,12th,Griffin High School,77,84,Jerry Sawyer,M,12th,Griffin High School,77,84
8112,13293,Kevin Perkins,M,10th,Griffin High School,90,77,Kevin Perkins,M,10th,Griffin High School,90,77
8113,13294,John Anderson,M,11th,Griffin High School,80,88,John Anderson,M,11th,Griffin High School,80,88
8114,13295,Daniel Davila,M,12th,Griffin High School,89,72,Daniel Davila,M,12th,Griffin High School,89,72
8115,13296,Casey Jackson,M,10th,Griffin High School,97,84,Casey Jackson,M,10th,Griffin High School,97,84
8116,13298,Kristen Curtis,F,9th,Griffin High School,97,96,Kristen Curtis,F,9th,Griffin High School,97,96
8117,13299,Lawrence Mitchell,M,11th,Griffin High School,78,91,Lawrence Mitchell,M,11th,Griffin High School,78,91
8118,13300,Ashley Smith,F,9th,Griffin High School,86,79,Ashley Smith,F,9th,Griffin High School,86,79
8119,13301,Eric Lewis,M,10th,Griffin High School,92,72,Eric Lewis,M,10th,Griffin High School,92,72
8120,13302,Laura Lyons,F,11th,Griffin High School,86,75,Laura Lyons,F,11th,Griffin High School,86,75
8121,13303,Michelle Garcia,F,12th,Griffin High School,74,87,Michelle Garcia,F,12th,Griffin High School,74,87
8122,13304,Mr. Alexander Thomas,M,9th,Griffin High School,82,76,Mr. Alexander Thomas,M,9th,Griffin High School,82,76
8123,13305,Rebecca Gregory,F,10th,Griffin High School,84,83,Rebecca Gregory,F,10th,Griffin High School,84,83
8124,13307,Dr. James Lewis,M,12th,Griffin High School,76,72,Dr. James Lewis,M,12th,Griffin High School,76,72
8125,13308,Ryan Martinez,M,11th,Griffin High School,99,97,Ryan Martinez,M,11th,Griffin High School,99,97
8126,13309,Brenda Gonzalez,F,11th,Griffin High School,92,95,Brenda Gonzalez,F,11th,Griffin High School,92,95
8127,13310,Deborah Richardson,F,11th,Griffin High School,74,73,Deborah Richardson,F,11th,Griffin High School,74,73
8128,13311,Jason Fritz,M,10th,Griffin High School,94,79,Jason Fritz,M,10th,Griffin High School,94,79
8129,13312,Mr. Andrew Miller,M,9th,Griffin High School,83,80,Mr. Andrew Miller,M,9th,Griffin High School,83,80
8130,13313,Andrew Rivera,M,9th,Griffin High School,82,90,Andrew Rivera,M,9th,Griffin High School,82,90
8131,13314,Cathy Henderson,F,11th,Griffin High School,89,96,Cathy Henderson,F,11th,Griffin High School,89,96
8132,13315,David Trujillo,M,9th,Griffin High School,76,74,David Trujillo,M,9th,Griffin High School,76,74
8133,13316,Monica Ingram,F,10th,Griffin High School,87,91,Monica Ingram,F,10th,Griffin High School,87,91
8134,13317,Amanda Mitchell,F,12th,Griffin High School,84,93,Amanda Mitchell,F,12th,Griffin High School,84,93
8135,13318,Joshua Clark,M,12th,Griffin High School,70,92,Joshua Clark,M,12th,Griffin High School,70,92
8136,13319,Miguel Wells,M,9th,Griffin High School,83,95,Miguel Wells,M,9th,Griffin High School,83,95
8137,13320,Adam Oconnor,M,9th,Griffin High School,76,73,Adam Oconnor,M,9th,Griffin High School,76,73
8138,13321,Richard Ward,M,12th,Griffin High School,74,81,Richard Ward,M,12th,Griffin High School,74,81
8139,13322,Wendy Rogers,F,9th,Griffin High School,76,83,Wendy Rogers,F,9th,Griffin High School,76,83
8140,13323,Mrs. Kelly Hall,F,9th,Griffin High School,74,97,Mrs. Kelly Hall,F,9th,Griffin High School,74,97
8141,13324,Lindsey Rowe,F,12th,Griffin High School,97,87,Lindsey Rowe,F,12th,Griffin High School,97,87
8142,13325,Joan Beck,F,11th,Griffin High School,75,88,Joan Beck,F,11th,Griffin High School,75,88
8143,13326,Dominique Copeland,F,10th,Griffin High School,75,76,Dominique Copeland,F,10th,Griffin High School,75,76
8144,13327,Marcus Sparks,M,10th,Griffin High School,90,73,Marcus Sparks,M,10th,Griffin High School,90,73
8145,13328,Dr. Kayla Lowe,F,12th,Griffin High School,71,92,Dr. Kayla Lowe,F,12th,Griffin High School,71,92
8146,13329,Andrew Woods,M,9th,Griffin High School,76,81,Andrew Woods,M,9th,Griffin High School,76,81
8147,13330,Dana Park,F,10th,Griffin High School,79,99,Dana Park,F,10th,Griffin High School,79,99
8148,13331,Daniel Harrington,M,10th,Griffin High School,77,80,Daniel Harrington,M,10th,Griffin High School,77,80
8149,13332,Tanya Cox,F,9th,Griffin High School,73,88,Tanya Cox,F,9th,Griffin High School,73,88
8150,13333,Diane Crawford,F,12th,Griffin High School,78,93,Diane Crawford,F,12th,Griffin High School,78,93
8151,13334,Dr. Joseph Park,M,9th,Griffin High School,93,81,Dr. Joseph Park,M,9th,Griffin High School,93,81
8152,13335,Marcus Ruiz,M,10th,Griffin High School,98,86,Marcus Ruiz,M,10th,Griffin High School,98,86
8153,13336,Ana Thompson,F,9th,Griffin High School,94,83,Ana Thompson,F,9th,Griffin High School,94,83
8154,13337,Adam Cain,M,9th,Griffin High School,75,83,Adam Cain,M,9th,Griffin High School,75,83
8155,13338,Ashley Hester,F,11th,Griffin High School,72,90,Ashley Hester,F,11th,Griffin High School,72,90
8156,13339,Daniel White,M,10th,Griffin High School,95,94,Daniel White,M,10th,Griffin High School,95,94
8157,13340,Michael Richards,M,11th,Griffin High School,84,70,Michael Richards,M,11th,Griffin High School,84,70
8158,13341,Robert Jones,M,10th,Griffin High School,73,89,Robert Jones,M,10th,Griffin High School,73,89
8159,13342,Adam Hill,M,10th,Griffin High School,89,83,Adam Hill,M,10th,Griffin High School,89,83
8160,13343,Alex Gill,M,11th,Griffin High School,89,84,Alex Gill,M,11th,Griffin High School,89,84
8161,13344,James Valdez,M,10th,Griffin High School,84,94,James Valdez,M,10th,Griffin High School,84,94
8162,13345,Michael Davis,M,10th,Griffin High School,80,92,Michael Davis,M,10th,Griffin High School,80,92
8163,13346,Robert Sanders,M,11th,Griffin High School,88,90,Robert Sanders,M,11th,Griffin High School,88,90
8164,13347,Erica Haynes,F,9th,Griffin High School,70,87,Erica Haynes,F,9th,Griffin High School,70,87
8165,13348,Nicole Wall,F,9th,Griffin High School,74,99,Nicole Wall,F,9th,Griffin High School,74,99
8166,13349,Judith Bartlett,F,11th,Griffin High School,85,87,Judith Bartlett,F,11th,Griffin High School,85,87
8167,13351,Justin Diaz,M,11th,Griffin High School,71,70,Justin Diaz,M,11th,Griffin High School,71,70
8168,13352,Michaela Gonzalez,F,10th,Griffin High School,75,83,Michaela Gonzalez,F,10th,Griffin High School,75,83
8169,13353,Tara Green,F,9th,Griffin High School,81,85,Tara Green,F,9th,Griffin High School,81,85
8170,13354,Kurt Evans,M,11th,Griffin High School,94,82,Kurt Evans,M,11th,Griffin High School,94,82
8171,13356,Kelly Gutierrez,F,11th,Griffin High School,88,83,Kelly Gutierrez,F,11th,Griffin High School,88,83
8172,13357,Ronald Fernandez,M,10th,Griffin High School,88,86,Ronald Fernandez,M,10th,Griffin High School,88,86
8173,13358,Laura Scott,F,11th,Griffin High School,95,99,Laura Scott,F,11th,Griffin High School,95,99
8174,13359,Catherine Johnson,F,9th,Griffin High School,99,77,Catherine Johnson,F,9th,Griffin High School,99,77
8175,13360,James Moore,M,11th,Griffin High School,74,76,James Moore,M,11th,Griffin High School,74,76
8176,13361,Christina Davis,F,12th,Griffin High School,80,83,Christina Davis,F,12th,Griffin High School,80,83
8177,13362,Karen Maxwell,F,9th,Griffin High School,83,95,Karen Maxwell,F,9th,Griffin High School,83,95
8178,13363,Jose Ward,M,9th,Griffin High School,75,74,Jose Ward,M,9th,Griffin High School,75,74
8179,13364,Nicholas Lam,M,10th,Griffin High School,92,89,Nicholas Lam,M,10th,Griffin High School,92,89
8180,13365,Kathleen Morrison,F,11th,Griffin High School,96,92,Kathleen Morrison,F,11th,Griffin High School,96,92
8181,13366,Seth Miller,M,12th,Griffin High School,73,76,Seth Miller,M,12th,Griffin High School,73,76
8182,13367,Dawn Castillo,F,10th,Griffin High School,91,79,Dawn Castillo,F,10th,Griffin High School,91,79
8183,13368,Lucas Kaiser,M,9th,Griffin High School,96,94,Lucas Kaiser,M,9th,Griffin High School,96,94
8184,13369,Paul Jones,M,12th,Griffin High School,92,94,Paul Jones,M,12th,Griffin High School,92,94
8185,13370,Debra Jimenez,F,11th,Griffin High School,83,78,Debra Jimenez,F,11th,Griffin High School,83,78
8186,13371,Laura Hooper,F,10th,Griffin High School,72,89,Laura Hooper,F,10th,Griffin High School,72,89
8187,13372,Joseph Adams,M,9th,Griffin High School,91,71,Joseph Adams,M,9th,Griffin High School,91,71
8188,13373,Karl Terry,M,12th,Griffin High School,91,96,Karl Terry,M,12th,Griffin High School,91,96
8189,13374,John Martinez,M,9th,Griffin High School,87,86,John Martinez,M,9th,Griffin High School,87,86
8190,13376,Michael Hunter,M,10th,Griffin High School,70,95,Michael Hunter,M,10th,Griffin High School,70,95
8191,13377,Jodi Green,F,11th,Griffin High School,93,83,Jodi Green,F,11th,Griffin High School,93,83
8192,13378,Gloria Paul,F,10th,Griffin High School,96,91,Gloria Paul,F,10th,Griffin High School,96,91
8193,13379,William Garcia,M,10th,Griffin High School,71,76,William Garcia,M,10th,Griffin High School,71,76
8194,13380,Erika Espinoza,F,9th,Griffin High School,70,74,Erika Espinoza,F,9th,Griffin High School,70,74
8195,13381,Dean Jackson,M,10th,Griffin High School,73,97,Dean Jackson,M,10th,Griffin High School,73,97
8196,13383,Cameron Williams,M,9th,Griffin High School,83,71,Cameron Williams,M,9th,Griffin High School,83,71
8197,13384,Leah Ortega,F,12th,Griffin High School,80,72,Leah Ortega,F,12th,Griffin High School,80,72
8198,13385,Walter Stephens,M,10th,Griffin High School,79,95,Walter Stephens,M,10th,Griffin High School,79,95
8199,13386,Amanda Allen,F,10th,Griffin High School,91,97,Amanda Allen,F,10th,Griffin High School,91,97
8200,13387,Sarah Rasmussen,F,12th,Griffin High School,82,84,Sarah Rasmussen,F,12th,Griffin High School,82,84
8201,13388,Manuel Nixon,M,9th,Griffin High School,82,85,Manuel Nixon,M,9th,Griffin High School,82,85
8202,13389,Sarah Gonzalez,F,12th,Griffin High School,74,75,Sarah Gonzalez,F,12th,Griffin High School,74,75
8203,13390,Hector Snyder,M,11th,Griffin High School,76,74,Hector Snyder,M,11th,Griffin High School,76,74
8204,13391,Arthur Jordan,M,10th,Griffin High School,71,82,Arthur Jordan,M,10th,Griffin High School,71,82
8205,13392,Maria Harris,F,10th,Griffin High School,92,73,Maria Harris,F,10th,Griffin High School,92,73
8206,13393,Jean Allen,F,10th,Griffin High School,92,93,Jean Allen,F,10th,Griffin High School,92,93
8207,13394,Ashley Hernandez,F,11th,Griffin High School,73,85,Ashley Hernandez,F,11th,Griffin High School,73,85
8208,13395,Lori Martinez,F,11th,Griffin High School,73,94,Lori Martinez,F,11th,Griffin High School,73,94
8209,13396,Daisy Powers,F,11th,Griffin High School,93,99,Daisy Powers,F,11th,Griffin High School,93,99
8210,13397,Tammy Nelson,F,11th,Griffin High School,82,98,Tammy Nelson,F,11th,Griffin High School,82,98
8211,13398,Nicolas Turner,M,10th,Griffin High School,88,92,Nicolas Turner,M,10th,Griffin High School,88,92
8212,13399,Lisa Johnson,F,11th,Griffin High School,93,97,Lisa Johnson,F,11th,Griffin High School,93,97
8213,13400,Andrew Vargas,M,10th,Griffin High School,74,79,Andrew Vargas,M,10th,Griffin High School,74,79
8214,13401,Michele Johnston,F,9th,Griffin High School,76,78,Michele Johnston,F,9th,Griffin High School,76,78
8215,13402,Jacob Frye,M,12th,Griffin High School,83,74,Jacob Frye,M,12th,Griffin High School,83,74
8216,13403,Jennifer Johnson,F,10th,Griffin High School,87,95,Jennifer Johnson,F,10th,Griffin High School,87,95
8217,13404,Autumn Ramos,F,11th,Griffin High School,91,73,Autumn Ramos,F,11th,Griffin High School,91,73
8218,13405,Brooke Blake,F,12th,Griffin High School,74,73,Brooke Blake,F,12th,Griffin High School,74,73
8219,13406,Michael Pham,M,11th,Griffin High School,89,89,Michael Pham,M,11th,Griffin High School,89,89
8220,13407,Gilbert Griffin,M,9th,Griffin High School,79,97,Gilbert Griffin,M,9th,Griffin High School,79,97
8221,13408,Crystal Olsen,F,9th,Griffin High School,84,78,Crystal Olsen,F,9th,Griffin High School,84,78
8222,13409,Robert Cox,M,12th,Griffin High School,86,71,Robert Cox,M,12th,Griffin High School,86,71
8223,13410,Angela Carey,F,10th,Griffin High School,90,85,Angela Carey,F,10th,Griffin High School,90,85
8224,13411,Jennifer Murray,F,10th,Griffin High School,85,84,Jennifer Murray,F,10th,Griffin High School,85,84
8225,13412,Melissa Burns,F,9th,Griffin High School,92,79,Melissa Burns,F,9th,Griffin High School,92,79
8226,13413,Andrew Duncan,M,9th,Griffin High School,75,83,Andrew Duncan,M,9th,Griffin High School,75,83
8227,13414,Phyllis Alvarez,F,9th,Griffin High School,81,70,Phyllis Alvarez,F,9th,Griffin High School,81,70
8228,13415,Trevor Howard,M,10th,Griffin High School,94,82,Trevor Howard,M,10th,Griffin High School,94,82
8229,13416,Debra Small,F,10th,Griffin High School,90,98,Debra Small,F,10th,Griffin High School,90,98
8230,13417,William Nichols,M,11th,Griffin High School,71,75,William Nichols,M,11th,Griffin High School,71,75
8231,13418,Sabrina Smith,F,10th,Griffin High School,96,89,Sabrina Smith,F,10th,Griffin High School,96,89
8232,13419,Andrew Barrera,M,11th,Griffin High School,86,79,Andrew Barrera,M,11th,Griffin High School,86,79
8233,13420,Lindsey Walsh,F,11th,Griffin High School,92,94,Lindsey Walsh,F,11th,Griffin High School,92,94
8234,13421,Shelly Huffman,F,11th,Griffin High School,83,76,Shelly Huffman,F,11th,Griffin High School,83,76
8235,13422,Brianna Wright,F,9th,Griffin High School,94,76,Brianna Wright,F,9th,Griffin High School,94,76
8236,13423,Scott Young,M,12th,Griffin High School,91,82,Scott Young,M,12th,Griffin High School,91,82
8237,13424,Tina Moore,F,12th,Griffin High School,87,95,Tina Moore,F,12th,Griffin High School,87,95
8238,13425,Ashley Pennington,F,9th,Griffin High School,70,98,Ashley Pennington,F,9th,Griffin High School,70,98
8239,13426,Kristine Johnson,F,12th,Griffin High School,82,83,Kristine Johnson,F,12th,Griffin High School,82,83
8240,13427,Justin Howard,M,11th,Griffin High School,91,91,Justin Howard,M,11th,Griffin High School,91,91
8241,13428,Mary Horn,F,12th,Griffin High School,79,81,Mary Horn,F,12th,Griffin High School,79,81
8242,13429,Justin Warren,M,9th,Griffin High School,79,73,Justin Warren,M,9th,Griffin High School,79,73
8243,13430,Jillian Murphy,F,9th,Griffin High School,99,97,Jillian Murphy,F,9th,Griffin High School,99,97
8244,13431,Ryan Abbott,M,10th,Griffin High School,87,81,Ryan Abbott,M,10th,Griffin High School,87,81
8245,13432,Timothy Dickerson,M,10th,Griffin High School,85,94,Timothy Dickerson,M,10th,Griffin High School,85,94
8246,13433,Kim Burton,F,9th,Griffin High School,77,83,Kim Burton,F,9th,Griffin High School,77,83
